id,original_text,text_for_sentiment,aspect,label_for_sentiment
737,المحل سئ جدا و خدمه العملاء وحشه طالبين اكل من الصبح و قال جي و مجاش و معرفناش نفطر غير علي العشاء ال service في غايه السوء منصحش حد يطلب,المحل سي جدا و خدمه العملاء وحشه طالبين اكل من الصبح و قال جي و مجاش و معرفناش نفطر غير علي العشاء ال service في غايه السوء منصحش حد يطلب [ASPECT] delivery,delivery,negative
2519,الخدمه فوق الممتازة ومصطفي زوق جدا والمكان جميل والأجواء بسطتني كتييير اكيد بكررها ♥️♥️♥️,الخدمه فوق الممتازة ومصطفي زوق جدا والمكان جميل والاجواء بسطتني كتيير اكيد بكررها ♥️♥️♥️ [ASPECT] service,service,positive
2519,الخدمه فوق الممتازة ومصطفي زوق جدا والمكان جميل والأجواء بسطتني كتييير اكيد بكررها ♥️♥️♥️,الخدمه فوق الممتازة ومصطفي زوق جدا والمكان جميل والاجواء بسطتني كتيير اكيد بكررها ♥️♥️♥️ [ASPECT] ambiance,ambiance,positive
6032,المحل عادي جداً و أسعاره غاليه .,المحل عادي جدا و اسعاره غاليه . [ASPECT] price,price,negative
3001,صالون جميل الأظافر روعه مع نرمين شغلها بطل فنانه ❤️شكرا نرمين 🌹,صالون جميل الاظافر روعه مع نرمين شغلها بطل فنانه ❤️شكرا نرمين 🌹 [ASPECT] ambiance,ambiance,positive
3001,صالون جميل الأظافر روعه مع نرمين شغلها بطل فنانه ❤️شكرا نرمين 🌹,صالون جميل الاظافر روعه مع نرمين شغلها بطل فنانه ❤️شكرا نرمين 🌹 [ASPECT] service,service,positive
5073,"كانت لي تجربة رائعة ومريحة جدًا في مركز الأسنان، من أول لحظة دخول شعرت بالاهتمام والاحترام.
الاستقبال كان راقياً والتنظيم ممتاز، والمواعيد دقيقة بدون أي تأخير.
الدكتور طارق حداد كان محترفًا وشرح لي حالتي بكل وضوح وبساطة وأشكره ع اهتمامه وإحترافيته .",كانت لي تجربة رايعة ومريحة جدا في مركز الاسنان، من اول لحظة دخول شعرت بالاهتمام والاحترام. الاستقبال كان راقيا والتنظيم ممتاز، والمواعيد دقيقة بدون اي تاخير. الدكتور طارق حداد كان محترفا وشرح لي حالتي بكل وضوح وبساطة واشكره ع اهتمامه واحترافيته . [ASPECT] service,service,positive
5073,"كانت لي تجربة رائعة ومريحة جدًا في مركز الأسنان، من أول لحظة دخول شعرت بالاهتمام والاحترام.
الاستقبال كان راقياً والتنظيم ممتاز، والمواعيد دقيقة بدون أي تأخير.
الدكتور طارق حداد كان محترفًا وشرح لي حالتي بكل وضوح وبساطة وأشكره ع اهتمامه وإحترافيته .",كانت لي تجربة رايعة ومريحة جدا في مركز الاسنان، من اول لحظة دخول شعرت بالاهتمام والاحترام. الاستقبال كان راقيا والتنظيم ممتاز، والمواعيد دقيقة بدون اي تاخير. الدكتور طارق حداد كان محترفا وشرح لي حالتي بكل وضوح وبساطة واشكره ع اهتمامه واحترافيته . [ASPECT] ambiance,ambiance,positive
3812,حقيقي المكان تحفه وتعامل البنات ولا اروع ومصدقاكي في التعامل واهتمام واضافه وتعقيم حقيقي شكرا كمان لدكتوره نورهان وهلانه من اكتر الناس المحترمه,حقيقي المكان تحفه وتعامل البنات ولا اروع ومصدقاكي في التعامل واهتمام واضافه وتعقيم حقيقي شكرا كمان لدكتوره نورهان وهلانه من اكتر الناس المحترمه [ASPECT] ambiance,ambiance,positive
3812,حقيقي المكان تحفه وتعامل البنات ولا اروع ومصدقاكي في التعامل واهتمام واضافه وتعقيم حقيقي شكرا كمان لدكتوره نورهان وهلانه من اكتر الناس المحترمه,حقيقي المكان تحفه وتعامل البنات ولا اروع ومصدقاكي في التعامل واهتمام واضافه وتعقيم حقيقي شكرا كمان لدكتوره نورهان وهلانه من اكتر الناس المحترمه [ASPECT] service,service,positive
3812,حقيقي المكان تحفه وتعامل البنات ولا اروع ومصدقاكي في التعامل واهتمام واضافه وتعقيم حقيقي شكرا كمان لدكتوره نورهان وهلانه من اكتر الناس المحترمه,حقيقي المكان تحفه وتعامل البنات ولا اروع ومصدقاكي في التعامل واهتمام واضافه وتعقيم حقيقي شكرا كمان لدكتوره نورهان وهلانه من اكتر الناس المحترمه [ASPECT] cleanliness,cleanliness,positive
2096,التاخير فى الدليفرى غير طبيعى اكثر من ١.٣٠ ...لا انصح فى التعامل مع هذا البراند للاسف سوء ادارة واضح جدا,التاخير في الدليفري غير طبيعي اكثر من ١.٣٠ ..لا انصح في التعامل مع هذا البراند للاسف سوء ادارة واضح جدا [ASPECT] delivery,delivery,negative
2096,التاخير فى الدليفرى غير طبيعى اكثر من ١.٣٠ ...لا انصح فى التعامل مع هذا البراند للاسف سوء ادارة واضح جدا,التاخير في الدليفري غير طبيعي اكثر من ١.٣٠ ..لا انصح في التعامل مع هذا البراند للاسف سوء ادارة واضح جدا [ASPECT] service,service,negative
2423,فكر جدا قبل ما تطلب منهم يا دكتور ، الناس دي بيستهزؤا بالدكاترة، ويقولك بهزر ، طيب ماتجرب تهزر كده مع مهنة عسكرية ولا قضائية ياابو دم خفيف,فكر جدا قبل ما تطلب منهم يا دكتور ، الناس دي بيستهزوا بالدكاترة، ويقولك بهزر ، طيب ماتجرب تهزر كده مع مهنة عسكرية ولا قضايية ياابو دم خفيف [ASPECT] service,service,negative
4803,تجربة كويسة جدًا ومش آخر مرة,تجربة كويسة جدا ومش اخر مرة [ASPECT] general,general,positive
4688,"ناس قليله الذوق ف المعامله
و كمان مش متوفر عندهم كل حاجه
يعني المنيو بتاعهم مش كل حاجه فيه موجوده",ناس قليله الذوق ف المعامله و كمان مش متوفر عندهم كل حاجه يعني المنيو بتاعهم مش كل حاجه فيه موجوده [ASPECT] service,service,negative
4688,"ناس قليله الذوق ف المعامله
و كمان مش متوفر عندهم كل حاجه
يعني المنيو بتاعهم مش كل حاجه فيه موجوده",ناس قليله الذوق ف المعامله و كمان مش متوفر عندهم كل حاجه يعني المنيو بتاعهم مش كل حاجه فيه موجوده [ASPECT] food,food,negative
2200,قمة الذوق والادب من الاخوة السوريين وانصح الجميع التجربة كل التوفيق ❤️❤️,قمة الذوق والادب من الاخوة السوريين وانصح الجميع التجربة كل التوفيق ❤️❤️ [ASPECT] service,service,positive
2747,مكان جميل ورائع جدا,مكان جميل ورايع جدا [ASPECT] ambiance,ambiance,positive
8420,رسوم عرض الاعلانات مرتفعة و يرفض التسجيل مع اني سجلت من قبل وأيضاً لقد دفعت النقود في هذا التطبيق ولم يتم نشر اعلاناتي ولا استطيع استرداد اموالي,رسوم عرض الاعلانات مرتفعة و يرفض التسجيل مع اني سجلت من قبل وايضا لقد دفعت النقود في هذا التطبيق ولم يتم نشر اعلاناتي ولا استطيع استرداد اموالي [ASPECT] price,price,negative
8420,رسوم عرض الاعلانات مرتفعة و يرفض التسجيل مع اني سجلت من قبل وأيضاً لقد دفعت النقود في هذا التطبيق ولم يتم نشر اعلاناتي ولا استطيع استرداد اموالي,رسوم عرض الاعلانات مرتفعة و يرفض التسجيل مع اني سجلت من قبل وايضا لقد دفعت النقود في هذا التطبيق ولم يتم نشر اعلاناتي ولا استطيع استرداد اموالي [ASPECT] app_experience,app_experience,negative
6604,للأسف احاول الاشتراك في التطبيق يعطي أنه هناك مشكله كثير كتبنا المشكله على الرابط ولكن بلا فائده,للاسف احاول الاشتراك في التطبيق يعطي انه هناك مشكله كثير كتبنا المشكله علي الرابط ولكن بلا فايده [ASPECT] app_experience,app_experience,negative
6604,للأسف احاول الاشتراك في التطبيق يعطي أنه هناك مشكله كثير كتبنا المشكله على الرابط ولكن بلا فائده,للاسف احاول الاشتراك في التطبيق يعطي انه هناك مشكله كثير كتبنا المشكله علي الرابط ولكن بلا فايده [ASPECT] service,service,negative
4258,جبت بيتزا كريسبي الفراخ بايظه والعجينه بتاعه البيتزا حمضانه والفراخ زفره جدا اسوء تجربه أول واخر مره وخساره النجمه كمان والله بس عشان اعرف اعلق حطيتها ياريت يكون في ذمه عشان مش بنلاقي الفلوس فالشارع,جبت بيتزا كريسبي الفراخ بايظه والعجينه بتاعه البيتزا حمضانه والفراخ زفره جدا اسوء تجربه اول واخر مره وخساره النجمه كمان والله بس عشان اعرف اعلق حطيتها ياريت يكون في ذمه عشان مش بنلاقي الفلوس فالشارع [ASPECT] food,food,negative
7671,التطبيق محتاج تطوير بيعلق كتير ومش سلس ف الاستخدام,التطبيق محتاج تطوير بيعلق كتير ومش سلس ف الاستخدام [ASPECT] app_experience,app_experience,negative
4849,العيادة حلوه وهاديه والاستقبال كلهم محترمين والدكتور اندرو ممتاز جدآ جدآ مستمع جدآ ويتابع مع الحاله بالتليفون حته بعد الاستشاري,العيادة حلوه وهاديه والاستقبال كلهم محترمين والدكتور اندرو ممتاز جدا جدا مستمع جدا ويتابع مع الحاله بالتليفون حته بعد الاستشاري [ASPECT] ambiance,ambiance,positive
4849,العيادة حلوه وهاديه والاستقبال كلهم محترمين والدكتور اندرو ممتاز جدآ جدآ مستمع جدآ ويتابع مع الحاله بالتليفون حته بعد الاستشاري,العيادة حلوه وهاديه والاستقبال كلهم محترمين والدكتور اندرو ممتاز جدا جدا مستمع جدا ويتابع مع الحاله بالتليفون حته بعد الاستشاري [ASPECT] service,service,positive
9363,برنامج حلو,برنامج حلو [ASPECT] app_experience,app_experience,positive
583,اشكر استاذ يوسف و استاذ مانو على الخدمة,اشكر استاذ يوسف و استاذ مانو علي الخدمة [ASPECT] service,service,positive
3180,لا يلتزم بالحجوزات تحجز جناح يعطيك غرفة وكل واحد اكذب من الثاني ادارته غير متفهمه لا أنصح أبدا بزيارته. والتعامل سيئ جدا,لا يلتزم بالحجوزات تحجز جناح يعطيك غرفة وكل واحد اكذب من الثاني ادارته غير متفهمه لا انصح ابدا بزيارته. والتعامل سيي جدا [ASPECT] service,service,negative
9181,ماشاءالله تبارك الله ماتستاهل ولاااااااااا نجمة اعيتط علشان ااااالتعلفااتةة وجااااااري اااالحذف,ماشاءالله تبارك الله ماتستاهل ولاا نجمة اعيتط علشان االتعلفااتةة وجااري االحذف [ASPECT] general,general,negative
7831,حلوه قوي,حلوه قوي [ASPECT] general,general,positive
4548,سوبر ماركت صغير لكن عنده كل حاجه وايضا العاملين معاملتهم جيده,سوبر ماركت صغير لكن عنده كل حاجه وايضا العاملين معاملتهم جيده [ASPECT] service,service,positive
7204,ممتاز,ممتاز [ASPECT] general,general,positive
3519,العيادة جميلة اوى و تعامل الناس الموجودة تحفة و ذوق خالص و المواعيد منتظمة جدا و الدكاتره تعاملهم ذوق و حلو خالص بجد مكان تحفه مش اول مرا اجى و على طول هكون موجودة عندهم بأذن الله😚♥️♥️♥️♥️♥️♥️♥️♥️,العيادة جميلة اوي و تعامل الناس الموجودة تحفة و ذوق خالص و المواعيد منتظمة جدا و الدكاتره تعاملهم ذوق و حلو خالص بجد مكان تحفه مش اول مرا اجي و علي طول هكون موجودة عندهم باذن الله😚♥️♥️♥️♥️♥️♥️♥️♥️ [ASPECT] ambiance,ambiance,positive
3519,العيادة جميلة اوى و تعامل الناس الموجودة تحفة و ذوق خالص و المواعيد منتظمة جدا و الدكاتره تعاملهم ذوق و حلو خالص بجد مكان تحفه مش اول مرا اجى و على طول هكون موجودة عندهم بأذن الله😚♥️♥️♥️♥️♥️♥️♥️♥️,العيادة جميلة اوي و تعامل الناس الموجودة تحفة و ذوق خالص و المواعيد منتظمة جدا و الدكاتره تعاملهم ذوق و حلو خالص بجد مكان تحفه مش اول مرا اجي و علي طول هكون موجودة عندهم باذن الله😚♥️♥️♥️♥️♥️♥️♥️♥️ [ASPECT] service,service,positive
601,الخدمة ممتازة جدا و مستر هشام المدير فى غاية الاحترام و الاحترافية فى الشغل و من احسن الناس فى المكان,الخدمة ممتازة جدا و مستر هشام المدير في غاية الاحترام و الاحترافية في الشغل و من احسن الناس في المكان [ASPECT] service,service,positive
601,الخدمة ممتازة جدا و مستر هشام المدير فى غاية الاحترام و الاحترافية فى الشغل و من احسن الناس فى المكان,الخدمة ممتازة جدا و مستر هشام المدير في غاية الاحترام و الاحترافية في الشغل و من احسن الناس في المكان [ASPECT] ambiance,ambiance,positive
2850,فندق سئ للغايه اوسخ فندق في القاهره الخدمات سيئه معامله سيئه الصور لا تمت للواقع بصله المكيفات مش شغاله السرير فيه حشرات لا يوجد خدمات الحمامات لايوجد بها صابون السباكه متهالكه اسوء تجربه في حياتي حتي الاسعار الي علي جوجل ماب مش صحيحه كلو نصب في نصب 😡😡,فندق سي للغايه اوسخ فندق في القاهره الخدمات سييه معامله سييه الصور لا تمت للواقع بصله المكيفات مش شغاله السرير فيه حشرات لا يوجد خدمات الحمامات لايوجد بها صابون السباكه متهالكه اسوء تجربه في حياتي حتي الاسعار الي علي جوجل ماب مش صحيحه كلو نصب في نصب 😡😡 [ASPECT] cleanliness,cleanliness,negative
2850,فندق سئ للغايه اوسخ فندق في القاهره الخدمات سيئه معامله سيئه الصور لا تمت للواقع بصله المكيفات مش شغاله السرير فيه حشرات لا يوجد خدمات الحمامات لايوجد بها صابون السباكه متهالكه اسوء تجربه في حياتي حتي الاسعار الي علي جوجل ماب مش صحيحه كلو نصب في نصب 😡😡,فندق سي للغايه اوسخ فندق في القاهره الخدمات سييه معامله سييه الصور لا تمت للواقع بصله المكيفات مش شغاله السرير فيه حشرات لا يوجد خدمات الحمامات لايوجد بها صابون السباكه متهالكه اسوء تجربه في حياتي حتي الاسعار الي علي جوجل ماب مش صحيحه كلو نصب في نصب 😡😡 [ASPECT] service,service,negative
2850,فندق سئ للغايه اوسخ فندق في القاهره الخدمات سيئه معامله سيئه الصور لا تمت للواقع بصله المكيفات مش شغاله السرير فيه حشرات لا يوجد خدمات الحمامات لايوجد بها صابون السباكه متهالكه اسوء تجربه في حياتي حتي الاسعار الي علي جوجل ماب مش صحيحه كلو نصب في نصب 😡😡,فندق سي للغايه اوسخ فندق في القاهره الخدمات سييه معامله سييه الصور لا تمت للواقع بصله المكيفات مش شغاله السرير فيه حشرات لا يوجد خدمات الحمامات لايوجد بها صابون السباكه متهالكه اسوء تجربه في حياتي حتي الاسعار الي علي جوجل ماب مش صحيحه كلو نصب في نصب 😡😡 [ASPECT] ambiance,ambiance,negative
2850,فندق سئ للغايه اوسخ فندق في القاهره الخدمات سيئه معامله سيئه الصور لا تمت للواقع بصله المكيفات مش شغاله السرير فيه حشرات لا يوجد خدمات الحمامات لايوجد بها صابون السباكه متهالكه اسوء تجربه في حياتي حتي الاسعار الي علي جوجل ماب مش صحيحه كلو نصب في نصب 😡😡,فندق سي للغايه اوسخ فندق في القاهره الخدمات سييه معامله سييه الصور لا تمت للواقع بصله المكيفات مش شغاله السرير فيه حشرات لا يوجد خدمات الحمامات لايوجد بها صابون السباكه متهالكه اسوء تجربه في حياتي حتي الاسعار الي علي جوجل ماب مش صحيحه كلو نصب في نصب 😡😡 [ASPECT] price,price,negative
9016,تطبيق اسطوره,تطبيق اسطوره [ASPECT] app_experience,app_experience,positive
8809,البرنامج حلو جدا في جميع الاغاني فيعني ده احسن برنامج وكمان لو في ناس ما بيعرفوش يكتبوا بيبقى فيه فويس كده يعني تدوسوا عليه في كلمات بحث بتدوس عليها هتلاقوا الفويس بتدوس عليه بقى وبجد بقى يعني ده برنامج تحفه بجد يعني ده احلى برنامج انا اديت له خمس نجوم بس في حاجه ان هو في ده تقييمي للبرنامج,البرنامج حلو جدا في جميع الاغاني فيعني ده احسن برنامج وكمان لو في ناس ما بيعرفوش يكتبوا بيبقي فيه فويس كده يعني تدوسوا عليه في كلمات بحث بتدوس عليها هتلاقوا الفويس بتدوس عليه بقي وبجد بقي يعني ده برنامج تحفه بجد يعني ده احلي برنامج انا اديت له خمس نجوم بس في حاجه ان هو في ده تقييمي للبرنامج [ASPECT] app_experience,app_experience,positive
9773,قمت بالحجز من خلال التطبيق ممتاز وكمان الإقامة فى فندق بيراميدز صان شاين ممتازة من افضل الفنادق,قمت بالحجز من خلال التطبيق ممتاز وكمان الاقامة في فندق بيراميدز صان شاين ممتازة من افضل الفنادق [ASPECT] app_experience,app_experience,positive
2774,أحلي chicken Kiev هتاكلو في حياتك,احلي chicken Kiev هتاكلو في حياتك [ASPECT] food,food,positive
1729,"استلمت الشغل من الترزي كريم
الشغل مزبووووط و عملوه بسرعه
روان ممتازة ماقصرتش معانا خالص",استلمت الشغل من الترزي كريم الشغل مزبووط و عملوه بسرعه روان ممتازة ماقصرتش معانا خالص [ASPECT] service,service,positive
1270,اسوأ خدمة وبقى غالي على الفاضي,اسوا خدمة وبقي غالي علي الفاضي [ASPECT] service,service,negative
1270,اسوأ خدمة وبقى غالي على الفاضي,اسوا خدمة وبقي غالي علي الفاضي [ASPECT] price,price,negative
335,"تمريض الدور التاسع
مس أمل مشرفه التمريض و مرسي و روان و آلاء و أسماء
و رحمة علي طيبة قلبها الجميلة واشكر شفت الصبح بردوا منار وأسماء و شهد و امنية وبوسي
وسهيلة كلكم ربنا يكرمكم
شيفت الصبح وشيفت الليل كلكم ربنا يكرمكم علي حسن الرعاية وقلبكم الطيب❤️ وكمان في كذا حد من الشباب كلكم كتر خيركم بجد
شباب الصبح وبليل
وأحب اشكر مسئول الغدا محمد اللي بيتعب كل يوم علشان يطلع كل حاجة حلوة وبيلف ويسمع ايه اللي نفسك فيه ويعمله
ومسئولين الهاوس بجد كتر خيركم علي تعبكم كلكم",تمريض الدور التاسع مس امل مشرفه التمريض و مرسي و روان و الاء و اسماء و رحمة علي طيبة قلبها الجميلة واشكر شفت الصبح بردوا منار واسماء و شهد و امنية وبوسي وسهيلة كلكم ربنا يكرمكم شيفت الصبح وشيفت الليل كلكم ربنا يكرمكم علي حسن الرعاية وقلبكم الطيب❤️ وكمان في كذا حد من الشباب كلكم كتر خيركم بجد شباب الصبح وبليل واحب اشكر مسيول الغدا محمد اللي بيتعب كل يوم علشان يطلع كل حاجة حلوة وبيلف ويسمع ايه اللي نفسك فيه ويعمله ومسيولين الهاوس بجد كتر خيركم علي تعبكم كلكم [ASPECT] service,service,positive
335,"تمريض الدور التاسع
مس أمل مشرفه التمريض و مرسي و روان و آلاء و أسماء
و رحمة علي طيبة قلبها الجميلة واشكر شفت الصبح بردوا منار وأسماء و شهد و امنية وبوسي
وسهيلة كلكم ربنا يكرمكم
شيفت الصبح وشيفت الليل كلكم ربنا يكرمكم علي حسن الرعاية وقلبكم الطيب❤️ وكمان في كذا حد من الشباب كلكم كتر خيركم بجد
شباب الصبح وبليل
وأحب اشكر مسئول الغدا محمد اللي بيتعب كل يوم علشان يطلع كل حاجة حلوة وبيلف ويسمع ايه اللي نفسك فيه ويعمله
ومسئولين الهاوس بجد كتر خيركم علي تعبكم كلكم",تمريض الدور التاسع مس امل مشرفه التمريض و مرسي و روان و الاء و اسماء و رحمة علي طيبة قلبها الجميلة واشكر شفت الصبح بردوا منار واسماء و شهد و امنية وبوسي وسهيلة كلكم ربنا يكرمكم شيفت الصبح وشيفت الليل كلكم ربنا يكرمكم علي حسن الرعاية وقلبكم الطيب❤️ وكمان في كذا حد من الشباب كلكم كتر خيركم بجد شباب الصبح وبليل واحب اشكر مسيول الغدا محمد اللي بيتعب كل يوم علشان يطلع كل حاجة حلوة وبيلف ويسمع ايه اللي نفسك فيه ويعمله ومسيولين الهاوس بجد كتر خيركم علي تعبكم كلكم [ASPECT] food,food,positive
335,"تمريض الدور التاسع
مس أمل مشرفه التمريض و مرسي و روان و آلاء و أسماء
و رحمة علي طيبة قلبها الجميلة واشكر شفت الصبح بردوا منار وأسماء و شهد و امنية وبوسي
وسهيلة كلكم ربنا يكرمكم
شيفت الصبح وشيفت الليل كلكم ربنا يكرمكم علي حسن الرعاية وقلبكم الطيب❤️ وكمان في كذا حد من الشباب كلكم كتر خيركم بجد
شباب الصبح وبليل
وأحب اشكر مسئول الغدا محمد اللي بيتعب كل يوم علشان يطلع كل حاجة حلوة وبيلف ويسمع ايه اللي نفسك فيه ويعمله
ومسئولين الهاوس بجد كتر خيركم علي تعبكم كلكم",تمريض الدور التاسع مس امل مشرفه التمريض و مرسي و روان و الاء و اسماء و رحمة علي طيبة قلبها الجميلة واشكر شفت الصبح بردوا منار واسماء و شهد و امنية وبوسي وسهيلة كلكم ربنا يكرمكم شيفت الصبح وشيفت الليل كلكم ربنا يكرمكم علي حسن الرعاية وقلبكم الطيب❤️ وكمان في كذا حد من الشباب كلكم كتر خيركم بجد شباب الصبح وبليل واحب اشكر مسيول الغدا محمد اللي بيتعب كل يوم علشان يطلع كل حاجة حلوة وبيلف ويسمع ايه اللي نفسك فيه ويعمله ومسيولين الهاوس بجد كتر خيركم علي تعبكم كلكم [ASPECT] cleanliness,cleanliness,positive
4167,المساج مكانه مريب جدًا تدخل بمكان غير و يخوف و مافيه خصوصية ابدًا عادي يدخلوا عليك و الابواب تبين اللي داخل للامانة المكان يخوف جدًا,المساج مكانه مريب جدا تدخل بمكان غير و يخوف و مافيه خصوصية ابدا عادي يدخلوا عليك و الابواب تبين اللي داخل للامانة المكان يخوف جدا [ASPECT] ambiance,ambiance,negative
4167,المساج مكانه مريب جدًا تدخل بمكان غير و يخوف و مافيه خصوصية ابدًا عادي يدخلوا عليك و الابواب تبين اللي داخل للامانة المكان يخوف جدًا,المساج مكانه مريب جدا تدخل بمكان غير و يخوف و مافيه خصوصية ابدا عادي يدخلوا عليك و الابواب تبين اللي داخل للامانة المكان يخوف جدا [ASPECT] cleanliness,cleanliness,negative
4167,المساج مكانه مريب جدًا تدخل بمكان غير و يخوف و مافيه خصوصية ابدًا عادي يدخلوا عليك و الابواب تبين اللي داخل للامانة المكان يخوف جدًا,المساج مكانه مريب جدا تدخل بمكان غير و يخوف و مافيه خصوصية ابدا عادي يدخلوا عليك و الابواب تبين اللي داخل للامانة المكان يخوف جدا [ASPECT] service,service,negative
3753,فظيع ..ولذيذ 🫰,فظيع ..ولذيذ 🫰 [ASPECT] food,food,positive
3283,قاعدة مميزة للترفيه اللي كل الرجال يبحثون عنه...اكل متاح...شيشة و مشروبات لذيذة...و بلاي ستيشن زي ما انت عايز...مريحة للاعصاب,قاعدة مميزة للترفيه اللي كل الرجال يبحثون عنه..اكل متاح..شيشة و مشروبات لذيذة..و بلاي ستيشن زي ما انت عايز..مريحة للاعصاب [ASPECT] ambiance,ambiance,positive
3283,قاعدة مميزة للترفيه اللي كل الرجال يبحثون عنه...اكل متاح...شيشة و مشروبات لذيذة...و بلاي ستيشن زي ما انت عايز...مريحة للاعصاب,قاعدة مميزة للترفيه اللي كل الرجال يبحثون عنه..اكل متاح..شيشة و مشروبات لذيذة..و بلاي ستيشن زي ما انت عايز..مريحة للاعصاب [ASPECT] food,food,positive
5104,من افضل الاماكن للبيتزا وافضل الاسعار,من افضل الاماكن للبيتزا وافضل الاسعار [ASPECT] food,food,positive
5104,من افضل الاماكن للبيتزا وافضل الاسعار,من افضل الاماكن للبيتزا وافضل الاسعار [ASPECT] price,price,positive
4754,كانت تجربه رائعه البيتزا كانت لذيذه,كانت تجربه رايعه البيتزا كانت لذيذه [ASPECT] food,food,positive
26,بعد المعلم صبحي حاجات كتير اتغيرت. بيقولوا مافيش حجز ولما تروح تلاقي المكان كله محجوز. عدم تقدير للناس اللي ضربت مشوار على الفاضي,بعد المعلم صبحي حاجات كتير اتغيرت. بيقولوا مافيش حجز ولما تروح تلاقي المكان كله محجوز. عدم تقدير للناس اللي ضربت مشوار علي الفاضي [ASPECT] service,service,negative
6419,كل مفتح التطبيق يخرج ابلكيشن سئ جداا,كل مفتح التطبيق يخرج ابلكيشن سي جداا [ASPECT] app_experience,app_experience,negative
4520,متاح أي رقم للتواصل مكالمات أو واتس اب ؟,متاح اي رقم للتواصل مكالمات او واتس اب ؟ [ASPECT] none,none,neutral
3561,ممتاز ، بأتعامل معاه من ٨ سنين و تقريبا جربت كل خدمات الأسنان سواء علاج عصب او حشو او خلع او تقويم لأولادي ، د. طارق شخصية هايلة، منتهي الإحترام في التعامل سواء من د. طارق نفسه او كل العاملين بالعيادة. من أكثر عيادات الأسنان الي تعاملت معاها اهتماما بالتعقيم,ممتاز ، باتعامل معاه من ٨ سنين و تقريبا جربت كل خدمات الاسنان سواء علاج عصب او حشو او خلع او تقويم لاولادي ، د. طارق شخصية هايلة، منتهي الاحترام في التعامل سواء من د. طارق نفسه او كل العاملين بالعيادة. من اكثر عيادات الاسنان الي تعاملت معاها اهتماما بالتعقيم [ASPECT] service,service,positive
3561,ممتاز ، بأتعامل معاه من ٨ سنين و تقريبا جربت كل خدمات الأسنان سواء علاج عصب او حشو او خلع او تقويم لأولادي ، د. طارق شخصية هايلة، منتهي الإحترام في التعامل سواء من د. طارق نفسه او كل العاملين بالعيادة. من أكثر عيادات الأسنان الي تعاملت معاها اهتماما بالتعقيم,ممتاز ، باتعامل معاه من ٨ سنين و تقريبا جربت كل خدمات الاسنان سواء علاج عصب او حشو او خلع او تقويم لاولادي ، د. طارق شخصية هايلة، منتهي الاحترام في التعامل سواء من د. طارق نفسه او كل العاملين بالعيادة. من اكثر عيادات الاسنان الي تعاملت معاها اهتماما بالتعقيم [ASPECT] cleanliness,cleanliness,positive
2929,في محل ببلاند تشرفت بلقاء موظفة الاستقبال سلمى وكان استقبالها جميل بجمالها وجمال أخلاقها على الرغم من صغر سنها كل الحب والتقدير حبيبتي سلمى❤️,في محل ببلاند تشرفت بلقاء موظفة الاستقبال سلمي وكان استقبالها جميل بجمالها وجمال اخلاقها علي الرغم من صغر سنها كل الحب والتقدير حبيبتي سلمي❤️ [ASPECT] service,service,positive
6751,غالٍ جدا مقارنة بغيره من أصحاب التكاسي,غال جدا مقارنة بغيره من اصحاب التكاسي [ASPECT] price,price,negative
4842,"عياده نظيف و دكاتره ممتازه بس للاسف عدم دقه في المواعيد و الحجز و الغاء كتير جدا ، من أصعب العيادات في التنسيق للمواعيد "" عن تجربه مع عياده الاطفال ""","عياده نظيف و دكاتره ممتازه بس للاسف عدم دقه في المواعيد و الحجز و الغاء كتير جدا ، من اصعب العيادات في التنسيق للمواعيد "" عن تجربه مع عياده الاطفال "" [ASPECT] cleanliness",cleanliness,positive
4842,"عياده نظيف و دكاتره ممتازه بس للاسف عدم دقه في المواعيد و الحجز و الغاء كتير جدا ، من أصعب العيادات في التنسيق للمواعيد "" عن تجربه مع عياده الاطفال ""","عياده نظيف و دكاتره ممتازه بس للاسف عدم دقه في المواعيد و الحجز و الغاء كتير جدا ، من اصعب العيادات في التنسيق للمواعيد "" عن تجربه مع عياده الاطفال "" [ASPECT] service",service,negative
2504,بشكر جيمع العاملين على حسن الاستقبال خاصة العاملين بالمطعم و الاسقبال و الطعام ممتاز و يوجد كافيه بالدور الاخير يطول على النيل و برج القاهرة فيو اكثر من رائع خدمه مقابل السعر تعتبر ممتازه,بشكر جيمع العاملين علي حسن الاستقبال خاصة العاملين بالمطعم و الاسقبال و الطعام ممتاز و يوجد كافيه بالدور الاخير يطول علي النيل و برج القاهرة فيو اكثر من رايع خدمه مقابل السعر تعتبر ممتازه [ASPECT] service,service,positive
2504,بشكر جيمع العاملين على حسن الاستقبال خاصة العاملين بالمطعم و الاسقبال و الطعام ممتاز و يوجد كافيه بالدور الاخير يطول على النيل و برج القاهرة فيو اكثر من رائع خدمه مقابل السعر تعتبر ممتازه,بشكر جيمع العاملين علي حسن الاستقبال خاصة العاملين بالمطعم و الاسقبال و الطعام ممتاز و يوجد كافيه بالدور الاخير يطول علي النيل و برج القاهرة فيو اكثر من رايع خدمه مقابل السعر تعتبر ممتازه [ASPECT] food,food,positive
